,knn_0.0,knn_0.05,knn_0.1,knn_0.15,knn_0.2,knn_0.25,knn_0.3,knn_0.35,knn_0.4,knn_0.45,knn_0.5,knn_0.55,knn_0.6,knn_0.65,knn_0.7,knn_0.75,knn_0.8,knn_0.85,knn_0.9,knn_1.0,knn_0.95,mix_0.0,mix_0.05,mix_0.1,mix_0.15,mix_0.2,mix_0.25,mix_0.3,mix_0.35,mix_0.4,mix_0.45,mix_0.5,mix_0.55,mix_0.6,mix_0.65,mix_0.7,mix_0.75,mix_0.8,mix_0.85,mix_0.9,mix_1.0,mix_0.95,naive-bayes_0.0,naive-bayes_0.05,naive-bayes_0.1,naive-bayes_0.15,naive-bayes_0.2,naive-bayes_0.25,naive-bayes_0.3,naive-bayes_0.35,naive-bayes_0.4,naive-bayes_0.45,naive-bayes_0.5,naive-bayes_0.55,naive-bayes_0.6,naive-bayes_0.65,naive-bayes_0.7,naive-bayes_0.75,naive-bayes_0.8,naive-bayes_0.85,naive-bayes_0.9,naive-bayes_1.0,naive-bayes_0.95,perceptron_0.0,perceptron_0.1,perceptron_0.2,perceptron_0.4,perceptron_0.5,perceptron_0.8,perceptron_0.9,perceptron_1.0,perceptron_0.05,perceptron_0.15,perceptron_0.25,perceptron_0.3,perceptron_0.35,perceptron_0.45,perceptron_0.55,perceptron_0.6,perceptron_0.65,perceptron_0.7,perceptron_0.75,perceptron_0.85,perceptron_0.95,tree_0.0,tree_0.1,tree_0.2,tree_0.4,tree_0.5,tree_0.8,tree_0.9,tree_1.0,tree_0.05,tree_0.15,tree_0.25,tree_0.3,tree_0.35,tree_0.45,tree_0.55,tree_0.6,tree_0.65,tree_0.7,tree_0.75,tree_0.85,tree_0.95
mix_0.3,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.37786652102314544,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.3361787015029216,0.9,0.0011349969771092816,0.0027288695995284495,0.003892465903401643,0.0030897394405627887,0.003318699001528036,0.007119807078012963,0.011142693334659004,0.013769191445738183,0.018313686239223803,0.021034748799448,0.06661083381202348,0.03834232436833551,0.17307489595240655,0.08908570102224522,0.11984736440288712,0.06385138570283477,0.1691557857910052,0.08677329524807331,0.08908570102224522,0.05945281739060071,0.1021727571774208,0.44388464884037193,0.3361787015029216,0.5377694239955463,0.9,0.9,0.5175079709014758,0.2763348653988561,0.19192728495328204,0.1984648578500422,0.12741082606367948,0.4720359898955121,0.7519821750284899,0.8011950661429347,0.9,0.9,0.9,0.9,0.850406225667201,0.8996153550416568,0.6535617675315083,0.746194149701787,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.3206209814395231,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_0.35,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.4629502794539979,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.423740128797664,0.9,0.001801354167855873,0.004250235581906403,0.006007792791841493,0.004800310463479396,0.005146207285119608,0.010780929329079703,0.01667465433685522,0.020403316748342726,0.026761942839083064,0.030695899338254784,0.09031744987884782,0.054514386241432566,0.22596992613604927,0.12446809895978572,0.1594947615926967,0.08750282057816205,0.22127669646277393,0.11831874891836369,0.12446809895978572,0.08360700441192181,0.1373423700297588,0.5175079709014758,0.423740128797664,0.6101403175438271,0.9,0.9,0.5898756883855366,0.3497511331652914,0.24960682338966944,0.2574551522277879,0.17307489595240655,0.5435599395122936,0.8243505241725897,0.8735610596656,0.9,0.9,0.9,0.9,0.9,0.9,0.7259303074338563,0.8185636092251996,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.4063209528315115,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_0.4,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.6043491904219942,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5696119822102098,0.9,0.004323728383467729,0.009768811339244232,0.013549622935598249,0.010960167081174865,0.011705578103886394,0.023369244355784358,0.035119452014007235,0.04238295395778835,0.054514386241432566,0.06206220111995231,0.16526442695821086,0.1035725628039822,0.36369310176120206,0.21430219215132817,0.2681606537372203,0.1594947615926967,0.3566834338476552,0.20516170668143952,0.21430219215132817,0.1501234630706344,0.2374991867000451,0.6593513958301016,0.5696119822102098,0.7519821750284899,0.9,0.9,0.7317202572627443,0.5088218402610234,0.399241053870496,0.4098402057639241,0.2873614465117269,0.6854012443034179,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8677730060771343,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5551389956895397,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_0.45,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.30957836575145137,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.27633486539885754,0.9,0.001,0.0018642773515961109,0.0026794307635208403,0.0021191270639606685,0.0022782449254390436,0.0049689621451534105,0.007878287126839356,0.009768811339244232,0.013117095149688396,0.015161398523408254,0.04928988699694847,0.02802040227176472,0.13392167343217998,0.06944906199928513,0.09031744987884782,0.047344748159921624,0.1306138101943739,0.06568218386518587,0.06944906199928513,0.044199947955756325,0.07943683855687056,0.37075800810253257,0.27633486539885754,0.4779218070574477,0.8561941325184816,0.9,0.4567230733602372,0.2236203767157129,0.15196955567272363,0.15759345164848615,0.09941685750108276,0.40278667825496595,0.6911936557164469,0.7404025025812071,0.8880370017908373,0.9,0.9,0.9,0.7896137396298862,0.8388255327186981,0.5927694574683912,0.6854012443034179,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.26277621716201305,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_0.5,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.4471410925544883,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.4063209528315115,0.9,0.0016418061319194432,0.003892465903401643,0.005514125783943835,0.004398221822327075,0.004719196262088721,0.009929052565321617,0.015401885017993666,0.01889341351746776,0.02479060714087189,0.028452512092759008,0.08677329524807331,0.05068126123907035,0.21430219215133017,0.11679250063780877,0.1501234630706344,0.08360700441192181,0.20970549140722183,0.11079637840552714,0.11679250063780877,0.07840963159949133,0.12899796451315315,0.5030321131360407,0.4063209528315115,0.5956663500007415,0.9,0.9,0.5754030609295482,0.33285395197599754,0.2374991867000451,0.24447445111367372,0.16332950970387805,0.5290852352961037,0.8098761680461886,0.859088311101132,0.9,0.9,0.9,0.9,0.9,0.9,0.7114555030298944,0.8040879233329065,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.38856255776468385,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_0.55,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5204024095145174,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.4864974739575245,0.9,0.002584369530544972,0.006007792791841493,0.008422259901232909,0.006769587440397684,0.007239791507314797,0.014918351802247543,0.022682901899024666,0.027596460581693738,0.0361679355825002,0.04119937322383693,0.11831874891836369,0.07237018050007271,0.2763348653988561,0.1557047944112533,0.1984648578500422,0.11377430034028979,0.2708726425171618,0.14822850455918934,0.1557047944112533,0.10641970847340487,0.17499795066685953,0.5754030609295482,0.4864974739575245,0.6680333074022083,0.9,0.9,0.6477725814122423,0.42029460180164824,0.30402972650285276,0.3123513866068971,0.21430219215133017,0.6014538301718402,0.8822473260536831,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7838253055131298,0.8764584548266419,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.4720359898955121,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_0.6,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5175079709014759,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.4836741865197036,0.9,0.0025386183014950436,0.005904589753412459,0.0082825477231111,0.00665466183529928,0.007119807078012963,0.014683402129721634,0.022345605606103436,0.027175904980629162,0.03563897028442842,0.040615841596855384,0.11679250063780877,0.07138828544118048,0.27359511131174064,0.15383094615166526,0.1962691060484345,0.11227833901404038,0.2681606537372203,0.14635156419437,0.15383094615166526,0.10498671170759066,0.17307489595240722,0.5725077510002914,0.4836741865197036,0.6651383430023567,0.9,0.9,0.6448762245173847,0.416828355330214,0.301251849081564,0.30957836575145137,0.21199604079649725,0.5985604910246749,0.8793531644513125,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7809287302143653,0.8735610596656006,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.4690392834201188,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_0.65,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.3068073692411074,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.27359511131174064,0.9,0.001,0.0018332374660046113,0.0026315837640696893,0.002081722879891834,0.002236596482361186,0.004883203867110941,0.007748211435943508,0.009609377608800096,0.01290619977395302,0.014918351802247543,0.04863588505237426,0.027596460581693294,0.13225608279327783,0.06849428281915848,0.08908570102222191,0.046705888951184105,0.12899796451304468,0.06476372022465304,0.06849428281915848,0.04358861803923575,0.07840963159947634,0.3672201923656401,0.27359511131174064,0.47499517970568816,0.8533007851617807,0.9,0.45356146921204654,0.2212766964627737,0.15012346307063462,0.15570479441125218,0.098067251240739,0.399241053870496,0.6882981941448298,0.7375098322962081,0.8851418387538929,0.9,0.9,0.9,0.7867192309957615,0.835931160669415,0.5898756883855361,0.6825085348930071,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.260106689561329,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_0.7,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.6593513958301016,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.6246133441588915,0.9,0.006007792791841493,0.013330058237088771,0.018313686239223692,0.014918351802247543,0.015901368232272173,0.03116388038343887,0.04607008438449489,0.055308849601542254,0.07138828544118081,0.0804736538702423,0.20291534261296518,0.12899796451304468,0.43056415921788105,0.260106689561329,0.3206209814395218,0.1962691060484345,0.42374012879765555,0.24960682338966989,0.260106689561329,0.18556798410100217,0.2873614465117279,0.7143491480131696,0.6246133441588915,0.8069827722704668,0.9,0.9,0.7867192309957615,0.5638253382652356,0.46295027945399647,0.47203598989551143,0.3429102360173173,0.740402502581206,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.6101403175438266,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_0.75,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.8938257828508483,0.9,0.026761942839083064,0.05372775553244713,0.07138828544118081,0.05945281739060071,0.06295433618071733,0.11079637840552714,0.15196955567272363,0.1754070969352306,0.21430219215133017,0.23542349661152828,0.4779218070574477,0.34631826928994447,0.7027740229468817,0.5464560563928971,0.6101403175438271,0.4690392834201159,0.6969828928810836,0.5348750747550295,0.5464560563928971,0.4535614692120473,0.5754030609295482,0.9,0.8938257828508483,0.9,0.9,0.9,0.9,0.833037253435016,0.7317202572627437,0.7404025025812071,0.6304051925567311,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8793531644513122,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.035119452014007235,0.06944906199928513,0.08787566676102254,0.07636913954616231,0.08047365387023675,0.13561697850804078,0.18556798410100328,0.21430219215132817,0.2574551522277879,0.28183255558194964,0.5290852352961037,0.4098402057639241,0.7548765832801431,0.5985604910246749,0.6622439417240288,0.5204024095145174,0.7490864867925802,0.5869811312258649,0.5985604910246749,0.5059274540110726,0.6275093224724624,0.9,0.9,0.9,0.9,0.9,0.9,0.8851418387538929,0.7838253055131298,0.792510032454791,0.6825085348930084,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.047344748159921624,0.08908570102224522,0.11679250063780877,0.09806725124067406,0.1035725628039822,0.17499795066685953,0.23305416634775356,0.26546127703006517,0.31511359407198924,0.3429102360173165,0.5898756883855366,0.4779218070574477,0.8156671854621664,0.6593513958301016,0.7230333921333201,0.5811896245280572,0.8098761680461886,0.6477725814122423,0.6593513958301016,0.566718098010664,0.6882981941448303,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8446138984398853,0.8533007851617822,0.7432997644963121,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.8764584548266411,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5725077510002914,0.8706664115848882,0.24702943874169625,0.6130345235764298,0.5059274540110724,0.36017949164466656,0.3361787015029216,0.423740128797664,0.5696119822102098,0.27633486539885754,0.4063209528315115,0.4864974739575245,0.4836741865197036,0.27359511131174064,0.6246133441588915,0.8938257828508483,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.06295433618071733,0.05611873276948098,0.29568962862620307,0.12499616723821061,0.2901339361938521,0.9,0.9,0.9,0.035119452014007124,0.18349205850303452,0.28183255558194864,0.13225608279327195,0.1962691060484345,0.12499616723821061,0.37075800810253257,0.37075800810253257,0.260106689561329,0.249606823389671,0.23305416634775356,0.7490864867925778,0.9
mix_0.95,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
naive-bayes_0.0,0.766457719991729,0.8967188874282774,0.8880370017908371,0.9,0.9,0.6998763558812766,0.8388255327186981,0.399241053870496,0.6998763558812766,0.47499517970568816,0.9,0.6304051925567311,0.7143491480131665,0.6738225929205521,0.8475091676588055,0.6130345235764298,0.9,0.8011950661429347,0.9,0.9,0.9,0.004398221822327075,0.023716829610815338,0.001,0.0056092441882181765,0.0029315996864595073,0.001294504030599164,0.0011349969771092816,0.001801354167855873,0.004323728383467729,0.001,0.0016418061319194432,0.002584369530544972,0.0025386183014950436,0.001,0.006007792791841493,0.026761942839083064,0.035119452014007235,0.047344748159921624,0.8764584548266411,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.001,0.001,0.001,0.001,0.001,0.035119452014007235,0.3361787015029216,0.9,0.001,0.001,0.001,0.001,0.001,0.001,0.0013655436842097135,0.0013655436842097135,0.001,0.001,0.001,0.012290972381034382,0.4438846488403704
naive-bayes_0.05,0.9,0.9,0.9,0.9,0.9,0.8388255327186979,0.9,0.5464560563928971,0.8388255327186979,0.6130345235764298,0.9,0.7693511306586533,0.8533007851617813,0.8127730379607889,0.9,0.7519821750284896,0.9,0.9,0.9,0.9,0.9,0.009929052565321395,0.047988127498785116,0.0015238515207243175,0.012494469625871085,0.006769587440398905,0.0030897394405626777,0.0027288695995284495,0.004250235581906403,0.009768811339244232,0.0018642773515961109,0.003892465903401643,0.006007792791841493,0.005904589753412459,0.0018332374660046113,0.013330058237088771,0.05372775553244713,0.06944906199928513,0.08908570102224522,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.001,0.001,0.0021191270639606685,0.001,0.002043338215440893,0.06944906199928513,0.4947771955478746,0.9,0.001,0.001,0.0019352602786426587,0.001,0.0010140295572618196,0.001,0.0032599221628335506,0.0032599221628335506,0.0016710184544350692,0.0015532276638969833,0.0013655436842102686,0.025952021667058123,0.584087056190921
naive-bayes_0.1,0.9,0.9,0.9,0.9,0.9,0.8967188874282774,0.9,0.6043491904219942,0.8967188874282774,0.6709293701532708,0.9,0.827246149941056,0.9,0.8706664115848883,0.9,0.8098761680461866,0.9,0.9,0.9,0.9,0.9,0.013769191445738183,0.06385138570287763,0.0021977132424497725,0.0172046136673224,0.009452571656410669,0.004398221822327075,0.003892465903401643,0.006007792791841493,0.013549622935598249,0.0026794307635208403,0.005514125783943835,0.008422259901232909,0.0082825477231111,0.0026315837640696893,0.018313686239223692,0.07138828544118081,0.08787566676102254,0.11679250063780877,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.001,0.001,0.003035773585429391,0.001,0.0029315996864595073,0.08787566676102254,0.5522455285075569,0.9,0.001,0.001315202318537434,0.0027755243376706984,0.001,0.0014697901892125609,0.001,0.004636794309945347,0.004636794309945347,0.0024050856719357583,0.002236596482361186,0.00197021497551908,0.035119452014007124,0.6419831972673335
naive-bayes_0.15,0.9,0.9,0.9,0.9,0.9,0.859088311101132,0.9,0.566718098010664,0.859088311101132,0.6332973716898338,0.9,0.789613739629886,0.8735610596656,0.833037253435016,0.9,0.7722459535377131,0.9,0.9,0.9,0.9,0.9,0.011142693334659004,0.05294916411899653,0.0017344250946764728,0.013990928205408815,0.007616343767625544,0.0034992819514263473,0.0030897394405627887,0.004800310463479396,0.010960167081174865,0.0021191270639606685,0.004398221822327075,0.006769587440397684,0.00665466183529928,0.002081722879891834,0.014918351802247543,0.05945281739060071,0.07636913954616231,0.09806725124067406,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.001,0.001,0.0024050856719358693,0.001,0.0023182006720450232,0.07636913954616231,0.5146131239534528,0.9,0.001,0.001033381707405412,0.0021977132424499946,0.001,0.0011555901742692498,0.001,0.0036894225115567947,0.0036894225115567947,0.0018990543594269438,0.0017656925613448449,0.0015532276638969833,0.028888517169614714,0.6043491904219931
