,tree_2,tree_4,tree_6,tree_8,tree_10,tree_20,perceptron_2,perceptron_4,perceptron_6,perceptron_8,perceptron_10,perceptron_20,naive-bayes_2,naive-bayes_4,naive-bayes_6,naive-bayes_8,naive-bayes_10,naive-bayes_20,knn_2,knn_4,knn_6,knn_8,knn_10,knn_20,mix_2,mix_4,mix_6,mix_8,mix_10,mix_20,tree_1,tree_3,tree_5,tree_7,tree_9,perceptron_1,perceptron_3,perceptron_5,perceptron_7,perceptron_9,naive-bayes_1,naive-bayes_3,naive-bayes_5,naive-bayes_7,naive-bayes_9,knn_1,knn_3,knn_5,knn_7,knn_9,mix_1,mix_3,mix_5,mix_7,mix_9,tree_11,tree_12,tree_13,tree_14,tree_15,tree_16,tree_17,tree_18,tree_19,perceptron_11,perceptron_12,perceptron_13,perceptron_14,perceptron_15,perceptron_16,perceptron_17,perceptron_18,perceptron_19,naive-bayes_11,naive-bayes_12,naive-bayes_13,naive-bayes_14,naive-bayes_15,naive-bayes_16,naive-bayes_17,naive-bayes_18,naive-bayes_19,knn_11,knn_12,knn_13,knn_14,knn_15,knn_16,knn_17,knn_18,knn_19,mix_11,mix_12,mix_13,mix_14,mix_15,mix_16,mix_17,mix_18,mix_19
naive-bayes_16,0.9,0.9,0.8200792335171426,0.123888326339191,0.3316571006814324,0.025009113516487824,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8830068337440453,0.4117963973023441,0.33510917845765786,0.16470273158397297,0.04372566315040294,0.9,0.8860022956597373,0.7961066134400652,0.3822230176516431,0.12066846793870034,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.3859391715415408,0.4190604431424858,0.3316571006814324,0.16470273158397297,0.06908087447570055,0.033816257249931536,0.0332961326435216,0.008655936353652582,0.05526898855981899,0.006304712022581205,0.05611155883760455,0.013289898233044273,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8830068337440453,0.8680240865510542,0.9,0.9,0.9,0.46678844299594535,0.1904278459163261,0.04902413953933671,0.11431234229847231,0.1021832275195077,0.0860827752830331,0.13934062010795645,0.025826214237688494,0.01262955525383358
naive-bayes_17,0.9,0.9,0.766141361333988,0.09650912736088946,0.2786530009542798,0.018825027386257243,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8290699125168457,0.34565668975602293,0.28152853164953906,0.13048572066045916,0.03329613264352138,0.9,0.8320655390136642,0.7421717352340361,0.31914822285371414,0.09378446464448464,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.32201754590089826,0.35282170642113664,0.2786530009542798,0.13048572066045916,0.05280735381513102,0.025415018214431373,0.025009113516487824,0.006304712022581205,0.042463257862573545,0.004556477662592595,0.043090941271104355,0.009765725326187469,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.8290699125168457,0.8140876288929653,0.9,0.9,0.9,0.4044619727254968,0.15474697293714168,0.037667975684616994,0.08856011213831494,0.0816832375280434,0.06710436466638403,0.11274930774626646,0.019442224899256844,0.00927396679235104
naive-bayes_18,0.9,0.8560381495086484,0.5863518438241585,0.041840364786850714,0.14120126772297037,0.006769578020808686,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.6492792265857966,0.18383422036569197,0.1430868831617279,0.059600187809534466,0.012629555253833802,0.9,0.6522755471730294,0.5623795391925179,0.1687649924866479,0.04061412270524689,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7361799401322573,0.170805474197123,0.1882072700813895,0.14120126772297037,0.059600187809534466,0.021062131959949992,0.009436116996865529,0.00927396679235104,0.0020848694633343046,0.016515303600283304,0.0014758075472297572,0.016787985465340216,0.003331572956982942,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.7961066134400644,0.9,0.6492792265857966,0.6342953095004717,0.8889980116229164,0.7691402959807268,0.9,0.2209775861210439,0.07212280191648246,0.014455889395371346,0.0382421925853732,0.033816257249931536,0.0271011468444603,0.04902413953930107,0.007016944022291582,0.003151297380571294
naive-bayes_19,0.9,0.9,0.9,0.19266927591721483,0.4667884429959468,0.04501300804020325,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.532414036423698,0.46994629447994396,0.2506642772837817,0.07630114927076015,0.9,0.9,0.9,0.508440418483646,0.1882072700813895,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5114402264527076,0.5384066959216413,0.4667884429959468,0.2506642772837817,0.11431234229844922,0.059600187809534466,0.058710323853155666,0.016515303600283193,0.09245006412797974,0.012207438260859793,0.09378446464448464,0.024625618734030574,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5803569988685573,0.2872960651845641,0.0849771321593894,0.17955970165438484,0.1647027315839733,0.13751060938677173,0.2185410756852243,0.04632600669369391,0.023510925615728873
knn_11,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.84105478731336,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
knn_12,0.9,0.9,0.9,0.9,0.9,0.9,0.7361799401322577,0.9,0.9,0.8470481183820078,0.9,0.7241928416424726,0.7841232597182933,0.8889980116229161,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5893495842720444,0.9,0.6582675211432154,0.9,0.7062109347503498,0.7002177467374275,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8889980116229161,0.9,0.9,0.8050988830571517,0.9,0.6822402890145236,0.9,0.8200792335171415,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
knn_13,0.9,0.9,0.9,0.9,0.9,0.9,0.5803569988685573,0.7841232597182933,0.7901132012847418,0.6912286832658481,0.8290699125168457,0.5683719299973653,0.6283037790922638,0.7331797024687295,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.42978805341233306,0.9,0.5024476777533997,0.9,0.5503944655646471,0.544402551058623,0.9,0.9,0.9,0.8050988830571517,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8110896719021,0.7331797024687295,0.9,0.7481643137424328,0.6492792265857963,0.8080933730911668,0.5264226426905182,0.8560381495086484,0.6642617107671023,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7961066134400644,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
knn_14,0.9,0.9,0.9,0.9,0.9,0.9,0.7451660395660074,0.9,0.9,0.8560381495086484,0.9,0.7331797024687295,0.793110862704006,0.8979922667791429,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5983381520894804,0.9,0.6672552743296456,0.9,0.7152001710700221,0.7092100418535012,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8979922667791429,0.9,0.9,0.8140876288929653,0.9,0.6912286832658481,0.9,0.8290699125168457,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
knn_15,0.9,0.9,0.9,0.9,0.9,0.9,0.4297880534123334,0.6372935184517372,0.6432850435491977,0.544402551058624,0.6822402890145236,0.415438356835235,0.4821988102751237,0.5863518438241585,0.9,0.9,0.8530415020091512,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.26726769917244686,0.7691402959807268,0.335109178457655,0.757152924525382,0.3933671141046089,0.3859391715415408,0.8770138045324537,0.9,0.8021027058282783,0.6582675211432154,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.6642617107671027,0.5863518438241585,0.7721345699341695,0.6013343890442384,0.5024476777533997,0.6612660607072198,0.36374108520889525,0.7092100418535012,0.5174329898124745,0.9,0.9,0.8770138045324537,0.9,0.9,0.8830068337440453,0.8290699125168457,0.6492792265857966,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
knn_16,0.9,0.9,0.9,0.9,0.9,0.9,0.4117963973023441,0.6223101512132438,0.6283037790922645,0.5294165629472743,0.6672552743296456,0.39707574056935147,0.46678844299594535,0.5713693760757115,0.9,0.8919977557123421,0.838060215783357,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2533823036453313,0.7541559018526037,0.31914822285371414,0.7421717352340361,0.3748044292417343,0.36741756664812586,0.8620298558264581,0.9,0.787119453899219,0.6432850435491977,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.6492792265857966,0.5713693760757115,0.757152924525382,0.5863518438241585,0.48810828198113687,0.6462824037458684,0.34565668975602293,0.6942262551114382,0.5024476777533997,0.9,0.9,0.8620298558264581,0.9,0.9,0.8680240865510542,0.8140876288929653,0.6342953095004717,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
knn_17,0.9,0.9,0.9,0.9,0.9,0.9,0.6732529252494925,0.8770138045324537,0.8830068337440453,0.7841232597182936,0.9,0.6612660607072198,0.7211932453367318,0.8260726410518124,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5264226426905182,0.9,0.5953410236738602,0.9,0.6432850435491977,0.6372935184517372,0.9,0.9,0.9,0.8979922667791436,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8260726410518124,0.9,0.84105478731336,0.7421717352340361,0.9,0.6193135386624764,0.9,0.757152924525382,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8889980116229164,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
knn_18,0.9,0.9,0.9,0.9,0.9,0.9,0.5533891632911065,0.757152924525382,0.7631466734385554,0.6642617107671027,0.8021027058282783,0.541406783096775,0.6013343890442384,0.7062109347503498,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.39707574056935147,0.8889980116229164,0.4761451481130109,0.8770138045324537,0.5234246176047741,0.5174329898124745,0.9,0.9,0.9,0.7781301018035343,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7841232597182936,0.7062109347503498,0.8919977557123421,0.7211932453367318,0.6223101512132438,0.7811258658723392,0.49949486908087215,0.8290699125168457,0.6372935184517372,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7691402959807268,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
knn_19,0.9,0.9,0.9,0.9,0.9,0.9,0.7421717352340361,0.9,0.9,0.8530415020091512,0.9,0.7301846850209865,0.7901132012847418,0.8949924865793359,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5953410236738602,0.9,0.6642617107671027,0.9,0.7122039484693787,0.7062109347503498,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8949924865793359,0.9,0.9,0.8110896719021,0.9,0.6882339821933925,0.9,0.8260726410518124,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_11,0.9,0.9,0.9,0.9,0.9,0.9,0.09113214898648281,0.21129916609434185,0.21611657462419187,0.1469430134144586,0.24796813742689727,0.08749858817224343,0.11431234229847231,0.17490841012490588,0.541406783096775,0.49100514002550344,0.43331125937277126,0.6253067431973383,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.04632600669369391,0.3316571006814334,0.06516345152845271,0.31914822285371414,0.08168323752803852,0.07951011279997577,0.4603697063792336,0.6552713599635612,0.37110523108269244,0.22834067908530098,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2332770724405302,0.17490841012490588,0.335109178457655,0.18383422036569164,0.12499745891822578,0.23080695267505613,0.07315492374232668,0.27293707808711587,0.13048572066045916,0.6642617107671023,0.5384066959216413,0.4603697063792336,0.5863518438241585,0.79910535846831,0.46678844299594535,0.4044619727254968,0.2209775861210439,0.5803569988685573,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_12,0.9,0.9,0.9,0.9,0.9,0.9,0.024249956436628195,0.06808868043531657,0.07008579328291775,0.043090941271104355,0.08387430901199733,0.022790533999450302,0.03126839077260224,0.05280735381504742,0.25066427728378193,0.20891015990165662,0.170805474197123,0.3316571006814334,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.010828330729009794,0.12227729096879225,0.01597658352443576,0.1158911410164245,0.020731050695085962,0.020077451296721116,0.18600923422492244,0.36741756664812586,0.13751060938677173,0.07524413994789014,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.07736278777202099,0.05280735381504742,0.12388832633916536,0.0569657775231569,0.03488416844672626,0.07630114927076015,0.018223026995365266,0.09245006412797974,0.037667975684616994,0.3785099612746883,0.24796813742689727,0.18600923422492244,0.2930891717034272,0.5264226426905182,0.1904278459163261,0.15474697293714168,0.07212280191648246,0.2872960651845641,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_13,0.9,0.9,0.9,0.9,0.9,0.9,0.004084578939287931,0.013515784874639558,0.013977003636686192,0.007933883781512163,0.017352894783984274,0.003791952393612519,0.0054618029181573435,0.010106486825303351,0.07110261825770792,0.05526898855981899,0.04246325786257332,0.10218322751954445,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.0016243843208675335,0.0275415816479484,0.0025192779517843045,0.025826214237688494,0.003396693388504457,0.003270404444485342,0.04766398358112478,0.11747647222326518,0.032777566869207964,0.015201909440677785,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.015714619871007418,0.010106486825303351,0.027984406560172204,0.011017923571799204,0.006192681983527404,0.015456731678984537,0.0029240440708622195,0.020077451296721116,0.006769578020808686,0.12227729096882178,0.07008579328304243,0.04766398358112478,0.08719387868428319,0.20653825183646735,0.04902413953933671,0.037667975684616994,0.014455889395371346,0.0849771321593894,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9
mix_14,0.9,0.9,0.9,0.9,0.9,0.9,0.01199972639283775,0.035976063836563044,0.03709421858355133,0.022085348604231392,0.04501300804020325,0.011207035982854552,0.015714619871007307,0.027541581647945623,0.15474697293714168,0.12500122417066784,0.09930826487472422,0.21370267709037127,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005080630873769421,0.06908087447570055,0.007660519715672609,0.06516345152845271,0.010106486825303351,0.009765725326187469,0.11119552824977808,0.23750054540478416,0.08059297446284075,0.04001207015458963,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.04122417558438807,0.027541581647945623,0.07008579328304243,0.029821397282453255,0.01763827279133834,0.04061412270524667,0.00880742871216289,0.0512201375406266,0.019132202520105612,0.24529221561149783,0.15279946499072738,0.11119552824977808,0.18383422036569164,0.3859391715415408,0.11431234229847231,0.08856011213831494,0.0382421925853732,0.17955970165438484,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9
mix_15,0.9,0.9,0.9,0.9,0.9,0.9,0.010461754782181365,0.0317669540684441,0.032777566869207964,0.019442224899256844,0.04001207015458974,0.009765725326187469,0.013746270482751344,0.024249956436628195,0.13934062010795645,0.11431234229844922,0.08856011213831494,0.19493047412139908,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.0043934918656389765,0.061409658660100286,0.00665161849991458,0.05783120508691564,0.008807428712163001,0.008505655524987832,0.0993082648746878,0.2185410756852243,0.07212280191648246,0.0354271624764706,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.0365321068863631,0.024249956436628195,0.062331547836877776,0.026247836190061324,0.015456731678984759,0.035976063836563044,0.007660519715672609,0.04566673458873094,0.016787985465340216,0.225879242140821,0.13751060938677173,0.0993082648746878,0.16876499248664878,0.3564444072280819,0.1021832275195077,0.0816832375280434,0.033816257249931536,0.1647027315839733,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9
mix_16,0.9,0.9,0.9,0.9,0.9,0.9,0.008215189424773395,0.025415018214431373,0.026247836190061324,0.015456731678984759,0.03227070453926251,0.007660519715672609,0.010828330729009794,0.019442224899256733,0.11906803680141087,0.09378446464448464,0.07524413994789014,0.16672945140551032,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.003396693388504457,0.04970801039188155,0.0051722104650751,0.046990824968410894,0.0068916305599336924,0.00665161849991458,0.08387430901199733,0.18600923422492244,0.058710323853155666,0.028434292474681655,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.02935277247063639,0.019442224899256733,0.05044397777625187,0.021062131959949992,0.012207438260859793,0.028889581061220637,0.00597705848869301,0.03709421858355133,0.013289898233044273,0.1926692759172154,0.11747647222326518,0.08387430901199733,0.1412012677229526,0.3104965680921925,0.0860827752830331,0.06710436466638403,0.0271011468444603,0.13751060938677173,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9
mix_17,0.9,0.9,0.9,0.9,0.9,0.9,0.015976583524435872,0.04632600669369391,0.04766398358112556,0.028889581061220637,0.05783120508691564,0.01495004538747513,0.020731050695085962,0.035976063836563044,0.1882072700813897,0.15474697293714168,0.12499745891820813,0.2561221060868316,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.0068916305599336924,0.08719387868428319,0.010283050449516606,0.08277493342506892,0.013515784874639558,0.013065207778187982,0.1357100522926159,0.2844100954730715,0.0993082648746878,0.051220137540583965,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.05280735381513102,0.035976063836563044,0.08749858817224343,0.038823212882099,0.02314893035069232,0.05200611942550337,0.011797038255680237,0.06612542603503346,0.025009113516487824,0.2930891717034272,0.18600923422492244,0.1357100522926159,0.22342271988350226,0.4471065283134109,0.13934062010795645,0.11274930774626646,0.04902413953930107,0.2185410756852243,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9
mix_18,0.9,0.9,0.9,0.9,0.9,0.9,0.0018594326556593543,0.006533675653881854,0.006769578020808575,0.003725264209304746,0.008505655524987832,0.001720309617556648,0.0025192779517843045,0.004813487741092803,0.038242192585373314,0.02935277247063639,0.022085348604231392,0.05783120508691564,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.001,0.013977003636686303,0.001125981548824373,0.013065207778187982,0.0015333665196477497,0.0014758075472297572,0.025009113516487824,0.06710436466638403,0.016787985465340216,0.007397818141832491,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.007660519715672609,0.004813487741092803,0.014215691932401353,0.005271046942989965,0.002871386741983173,0.007529150133004481,0.0013132286636660107,0.009932840402677279,0.003151297380571294,0.07008579328291775,0.037667975684616994,0.025009113516487824,0.04766398358112556,0.12500122417066895,0.025826214237688494,0.019442224899256844,0.007016944022291582,0.04632600669369391,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9
mix_19,0.8860022956597373,0.9,0.9,0.9,0.9,0.9,0.001,0.0029240440708622195,0.0030355710518440437,0.0016243843208675335,0.003864003211837108,0.001,0.0010808110521577374,0.0021224971769666645,0.01913220252010539,0.014455889395371346,0.010643492312815583,0.029821397282453255,0.8170845238754738,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.001,0.006533675653881854,0.001,0.006084986949851934,0.001,0.001,0.012207438260859793,0.03488416844672626,0.007933883781512163,0.003331572956982942,0.8620298558264581,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.00345854504177856,0.0021224971769666645,0.00665161849991458,0.002334559272875625,0.0012390718520778332,0.003396693388504457,0.001,0.004556477662592595,0.0013668371494910403,0.0365321068863631,0.018825027386257243,0.012207438260859793,0.024249956436628195,0.07110261825770792,0.01262955525383358,0.00927396679235104,0.003151297380571294,0.023510925615728873,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0
